sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,closed,visual power,vtpm V1,fast,rt,500pre,source,alpha,0.219827181516762
sub002,closed,visual power,vtpm V1,slow,rt,500pre,source,alpha,-0.0991235562438109
sub002,closed,visual power,vtpm V2,correct,accuracy,500pre,source,alpha,-0.0320925165886748
sub002,closed,visual power,vtpm V2,incorrect,accuracy,500pre,source,alpha,0.0084068723880023
sub002,closed,visual power,vtpm V2,correct_e,accuracy_e,500pre,source,alpha,-0.000718096944927892
sub002,closed,visual power,vtpm V2,incorrect_e,accuracy_e,500pre,source,alpha,0.0084068723880023
sub002,closed,visual power,vtpm V2,fast,rt,500pre,source,alpha,0.101642606827801
sub002,closed,visual power,vtpm V2,slow,rt,500pre,source,alpha,-0.109309198179474
sub002,closed,visual power,vtpm V3,correct,accuracy,500pre,source,alpha,0.0234570011665988
sub002,closed,visual power,vtpm V3,incorrect,accuracy,500pre,source,alpha,0.155189076513901
sub002,closed,visual power,vtpm V3,correct_e,accuracy_e,500pre,source,alpha,0.119720762961752
sub002,closed,visual power,vtpm V3,incorrect_e,accuracy_e,500pre,source,alpha,0.155189076513901
sub002,closed,visual power,vtpm V3,fast,rt,500pre,source,alpha,0.092365240734198
sub002,closed,visual power,vtpm V3,slow,rt,500pre,source,alpha,-0.025071677834312
sub002,closed,somato lateralisation index,max,correct,accuracy,500pre,source,alpha,0.0386322536511156
sub002,closed,somato lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.0717550605716909
sub002,closed,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,0.0314749800555139
sub002,closed,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.0717550605716909
sub002,closed,somato lateralisation index,max,fast,rt,500pre,source,alpha,0.0878540257985397
sub002,closed,somato lateralisation index,max,slow,rt,500pre,source,alpha,0.010365531809317
sub002,closed,somatovisual balance,max-vtpm V1,correct,accuracy,500pre,source,alpha,-0.634777682570544
sub002,closed,somatovisual balance,max-vtpm V1,incorrect,accuracy,500pre,source,alpha,-0.630755529239068
sub002,closed,somatovisual balance,max-vtpm V1,correct_e,accuracy_e,500pre,source,alpha,-0.623458088105879
sub002,closed,somatovisual balance,max-vtpm V1,incorrect_e,accuracy_e,500pre,source,alpha,-0.630755529239068
sub002,closed,somatovisual balance,max-vtpm V1,fast,rt,500pre,source,alpha,-0.606873004810208
sub002,closed,somatovisual balance,max-vtpm V1,slow,rt,500pre,source,alpha,-0.656368979216921
sub002,closed,somatovisual balance,max-vtpm V2,correct,accuracy,500pre,source,alpha,-0.771656069062493
sub002,closed,somatovisual balance,max-vtpm V2,incorrect,accuracy,500pre,source,alpha,-0.766254498683407
sub002,closed,somatovisual balance,max-vtpm V2,correct_e,accuracy_e,500pre,source,alpha,-0.76144686050327
sub002,closed,somatovisual balance,max-vtpm V2,incorrect_e,accuracy_e,500pre,source,alpha,-0.766254498683407
sub002,closed,somatovisual balance,max-vtpm V2,fast,rt,500pre,source,alpha,-0.739568976426539
sub002,closed,somatovisual balance,max-vtpm V2,slow,rt,500pre,source,alpha,-0.79424706661895
sub002,closed,somatovisual balance,max-vtpm V3,correct,accuracy,500pre,source,alpha,-0.783666882230846
sub002,closed,somatovisual balance,max-vtpm V3,incorrect,accuracy,500pre,source,alpha,-0.774589359211498
sub002,closed,somatovisual balance,max-vtpm V3,correct_e,accuracy_e,500pre,source,alpha,-0.772281265904376
sub002,closed,somatovisual balance,max-vtpm V3,incorrect_e,accuracy_e,500pre,source,alpha,-0.774589359211498
sub002,closed,somatovisual balance,max-vtpm V3,fast,rt,500pre,source,alpha,-0.776258184375773
sub002,closed,somatovisual balance,max-vtpm V3,slow,rt,500pre,source,alpha,-0.788823902972762
sub002,open,visual power,vtpm V1,correct,accuracy,500pre,source,beta,-0.123884479646698
sub002,open,visual power,vtpm V1,incorrect,accuracy,500pre,source,beta,0.0277581855685409
sub002,open,visual power,vtpm V1,correct_e,accuracy_e,500pre,source,beta,-0.137820041585499
sub002,open,visual power,vtpm V1,incorrect_e,accuracy_e,500pre,source,beta,0.0277581855685409
sub002,open,visual power,vtpm V1,fast,rt,500pre,source,beta,-0.15214404123727
sub002,open,visual power,vtpm V1,slow,rt,500pre,source,beta,-0.100398155848866
sub002,open,visual power,vtpm V2,correct,accuracy,500pre,source,beta,-0.128736580238979
sub002,open,visual power,vtpm V2,incorrect,accuracy,500pre,source,beta,0.051183333317447
sub002,open,visual power,vtpm V2,correct_e,accuracy_e,500pre,source,beta,-0.0577288901853825
sub002,open,visual power,vtpm V2,incorrect_e,accuracy_e,500pre,source,beta,0.051183333317447
sub002,open,visual power,vtpm V2,fast,rt,500pre,source,beta,-0.0902151104752154
sub002,open,visual power,vtpm V2,slow,rt,500pre,source,beta,-0.155744280213837
sub002,open,visual power,vtpm V3,correct,accuracy,500pre,source,beta,-0.108686645933587
sub002,open,visual power,vtpm V3,incorrect,accuracy,500pre,source,beta,0.0161955440709666
sub002,open,visual power,vtpm V3,correct_e,accuracy_e,500pre,source,beta,-0.243504325059679
